ID,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2018-02126,0,0,0,0,1,0,0,0,1,0,0
2018-03729,0,0,0,0,1,0,0,0,1,0,0
2018-04106,1,0,0,1,1,0,0,0,0,0,0
2018-00122,1,0,0,1,1,0,0,0,0,0,0
2018-00553,1,0,0,1,1,0,0,0,0,0,0
2018-00901,1,0,0,1,1,0,0,0,0,0,0
2018-02691,0,0,0,0,1,0,0,0,1,0,0
2018-03425,0,0,0,0,1,0,0,0,1,0,0
2018-00955,1,0,0,1,1,0,0,0,0,0,0
2018-04309,1,0,0,1,1,0,0,0,0,0,0
2018-04375,0,0,0,0,1,0,0,0,1,0,0
2018-02215,1,0,0,1,1,0,0,0,0,0,0
2018-01003,1,0,0,1,1,0,0,0,0,0,0
2018-01469,1,0,0,0,0,0,0,0,1,0,0
2018-01848,1,0,0,1,1,0,0,0,0,0,0
2018-00555,1,0,0,1,1,0,0,0,0,0,0
2018-03083,1,0,0,1,1,0,0,0,0,0,0
2018-04255,1,0,0,1,1,0,0,0,0,0,0
2018-00527,1,0,0,1,1,0,0,0,0,0,0
2018-02039,1,0,0,1,1,0,0,0,0,0,0
2018-00495,0,0,1,0,1,0,0,0,0,0,0
2018-00468,1,0,0,1,1,0,0,0,0,0,0
2018-02431,1,0,0,0,0,0,0,0,1,0,0
2018-02649,1,0,0,1,1,0,0,0,0,0,0
2018-04189,0,0,0,0,1,0,0,0,1,0,0
2018-03561,1,0,0,0,0,0,0,0,1,0,0
2018-02275,1,0,0,1,1,0,0,0,0,0,0
2018-03702,1,0,0,1,1,0,0,0,0,0,0
2018-03825,0,0,0,0,1,0,0,0,1,0,0
2018-00235,1,0,0,1,1,0,0,0,0,0,0
2018-00826,1,0,0,1,1,0,0,0,0,0,0
2018-00983,1,0,0,1,1,0,0,0,0,0,0
2018-02576,1,0,0,1,1,0,0,0,0,0,0
2018-04112,1,0,0,1,1,0,0,0,0,0,0
2018-02736,0,0,0,0,1,0,0,0,1,0,0
2018-00415,0,0,1,0,1,0,0,0,0,0,0
2018-00979,0,0,0,0,1,0,0,0,1,0,0
2018-02344,1,0,0,1,1,0,0,0,0,0,0
2018-00969,1,0,0,1,1,0,0,0,0,0,0
2018-04065,1,0,0,1,1,0,0,0,0,0,0
2018-00419,1,0,0,1,1,0,0,0,0,0,0
2018-03549,1,0,0,1,1,0,0,0,0,0,0
2018-03445,1,0,0,1,1,0,0,0,0,0,0
2018-00774,0,0,1,0,1,0,0,0,0,0,0
2018-01571,1,0,0,1,1,0,0,0,0,0,0
2018-04036,1,0,0,1,1,0,0,0,0,0,0
2018-02202,0,0,1,0,1,0,0,0,0,0,0
2018-03329,1,0,0,1,1,0,0,0,0,0,0
2018-03462,0,0,0,0,1,0,0,0,1,0,0
2018-02772,1,0,0,1,1,0,0,0,0,0,0
2018-00943,1,0,0,1,1,0,0,0,0,0,0
2018-00663,0,0,1,0,1,0,0,0,0,0,0
2018-04165,1,0,0,0,0,0,0,0,1,0,0
2018-04331,1,0,0,1,1,0,0,0,0,0,0
2018-03678,1,0,0,0,0,0,0,0,1,0,0
2018-04012,1,0,0,1,1,0,0,0,0,0,0
2018-02037,1,0,1,0,0,0,0,0,0,0,0
2018-02132,1,0,0,0,0,0,0,0,1,0,0
2018-03804,1,0,0,1,1,0,0,0,0,0,0
2018-00531,1,0,0,1,1,0,0,0,0,0,0
2018-02047,1,0,0,1,1,0,0,0,0,0,0
2018-01337,0,0,1,0,1,0,0,0,0,0,0
2018-02848,1,0,0,0,0,0,0,0,1,0,0
2018-02045,1,0,0,1,1,0,0,0,0,0,0
2018-04250,1,0,0,1,1,0,0,0,0,0,0
2018-00953,0,0,1,0,1,0,0,0,0,0,0
2018-00819,1,0,0,1,1,0,0,0,0,0,0
2018-03399,0,0,0,0,1,0,0,0,1,0,0
2018-02870,1,0,0,1,1,0,0,0,0,0,0
2018-00888,1,0,0,1,1,0,0,0,0,0,0
2018-02372,0,0,0,0,1,0,0,0,1,0,0
2018-00230,1,0,0,1,1,0,0,0,0,0,0
2018-03379,1,0,0,1,1,0,0,0,0,0,0
2018-00035,1,0,0,0,0,0,0,0,1,0,0
2018-04025,1,0,0,1,1,0,0,0,0,0,0
2018-01431,1,0,0,1,1,0,0,0,0,0,0
2018-04177,1,0,0,1,1,0,0,0,0,0,0
2018-00951,0,0,0,0,1,0,0,0,1,0,0
2018-04362,1,0,0,0,1,0,1,0,0,0,0
2018-00974,0,0,0,0,1,0,0,0,1,0,0
2018-04191,1,0,0,1,1,0,0,0,0,0,0
2018-01418,1,0,0,1,1,0,0,0,0,0,0
2018-02645,0,0,1,0,1,0,0,0,0,0,0
2018-00686,1,0,0,1,0,0,0,0,0,0,0
2018-01624,1,0,0,1,1,0,0,0,0,0,0
2018-04117,1,0,0,1,1,0,0,0,0,0,0
2018-02866,0,0,1,0,1,0,0,0,0,0,0
2018-02784,1,0,0,1,1,0,0,0,0,0,0
2018-03084,1,0,0,1,1,0,0,0,0,0,0
2018-02115,1,0,0,1,1,0,0,0,0,0,0
2018-01826,0,0,0,0,1,0,0,0,1,0,0
2018-02600,1,0,0,1,1,0,0,0,0,0,0
2018-02860,0,0,1,0,1,0,0,0,0,0,0
2018-01055,1,0,0,1,1,0,0,0,0,0,0
2018-00588,1,0,0,1,0,0,0,0,0,0,0
2018-03666,1,0,0,1,1,0,0,0,0,0,0
2018-02440,0,0,0,0,1,0,0,0,1,0,0
2018-01801,1,0,0,1,1,0,0,0,0,0,0
2018-00931,1,0,0,0,1,0,1,0,0,0,0
2018-01479,0,0,0,0,1,0,0,0,1,0,0
2018-01412,1,0,0,0,0,0,0,0,1,0,0
2018-04179,0,0,0,0,1,0,0,0,1,0,0
2018-03980,1,0,0,1,1,0,0,0,0,0,0
2018-03701,1,0,0,1,1,0,0,0,0,0,0
2018-02011,1,0,0,1,1,0,0,0,0,0,0
2018-01290,0,0,1,0,1,0,0,0,0,0,0
2018-03460,0,0,1,0,1,0,0,0,0,0,0
2018-01551,1,0,0,0,0,0,0,0,1,0,0
2018-02953,1,0,0,1,1,0,0,0,0,0,0
2018-03788,1,0,0,1,1,0,0,0,0,0,0
2018-02774,1,0,0,1,1,0,0,0,0,0,0
2018-01188,0,0,1,0,1,0,0,0,0,0,0
2018-01741,1,0,0,1,1,0,0,0,0,0,0
2018-03026,0,0,0,0,1,0,0,0,1,0,0
2018-03217,0,0,0,0,1,0,0,0,1,0,0
2018-02359,1,0,0,1,1,0,0,0,0,0,0
2018-00351,1,0,0,1,1,0,0,0,0,0,0
2018-02391,0,0,1,0,1,0,0,0,0,0,0
2018-01973,1,0,0,1,1,0,0,0,0,0,0
2018-04042,1,0,0,1,1,0,0,0,0,0,0
2018-03785,1,0,0,1,1,0,0,0,0,0,0
2018-02382,1,0,0,1,1,0,0,0,0,0,0
2018-02956,0,0,0,0,1,0,0,0,1,0,0
2018-00760,1,0,0,1,1,0,0,0,0,0,0
2018-00729,0,0,0,0,1,0,0,0,1,0,0
2018-00614,1,0,0,1,1,0,0,0,0,0,0
2018-03812,1,0,0,1,1,0,0,0,0,0,0
2018-02562,1,0,0,1,1,0,0,0,0,0,0
2018-00465,1,0,0,1,1,0,0,0,0,0,0
2018-00523,1,0,0,0,0,0,0,0,1,0,0
2018-02234,1,0,0,1,1,0,0,0,0,0,0
2018-02349,1,0,0,1,1,0,0,0,0,0,0
2018-02332,1,0,0,1,1,0,0,0,0,0,0
2018-01977,1,0,0,1,1,0,0,0,0,0,0
2018-02519,1,0,0,1,1,0,0,0,0,0,0
2018-01999,1,0,0,1,1,0,0,0,0,0,0
2018-03067,0,0,1,0,1,0,0,0,0,0,0
2018-00046,1,0,0,1,1,0,0,0,0,0,0
2018-00455,1,0,0,1,1,0,0,0,0,0,0
2018-04019,1,0,0,1,1,0,0,0,0,0,0
2018-03746,1,0,0,1,1,0,0,0,0,0,0
2018-02856,1,0,0,1,1,0,0,0,0,0,0
2018-04349,1,0,0,1,1,0,0,0,0,0,0
2018-03486,1,0,0,1,1,0,0,0,0,0,0
2018-01689,1,0,0,1,1,0,0,0,0,0,0
2018-01797,1,0,0,0,0,0,0,0,1,0,0
2018-02087,1,0,0,1,1,0,0,0,0,0,0
2018-00903,1,0,0,1,1,0,0,0,0,0,0
2018-03335,0,0,0,0,1,0,0,0,1,0,0
2018-00442,1,0,0,1,1,0,0,0,0,0,0
2018-00867,1,0,0,1,1,0,0,0,0,0,0
2018-03855,1,0,0,1,1,0,0,0,0,0,0
2018-01573,1,0,1,0,0,0,0,0,0,0,0
2018-01162,1,0,0,1,1,0,0,0,0,0,0
2018-01083,0,0,1,0,1,0,0,0,0,0,0
2018-02827,0,0,0,0,1,0,0,0,1,0,0
2018-03540,1,0,0,1,1,0,0,0,0,0,0
2018-02972,1,0,1,0,0,0,0,0,0,0,0
2018-01158,0,0,0,0,1,0,0,0,1,0,0
2018-02673,1,0,0,1,1,0,0,0,0,0,0
2018-02098,1,0,0,0,0,0,0,0,1,0,0
2018-00844,0,0,1,0,1,0,0,0,0,0,0
2018-00501,1,0,0,1,1,0,0,0,0,0,0
2018-01935,1,0,0,1,1,0,0,0,0,0,0
2018-04088,1,0,0,1,1,0,0,0,0,0,0
2018-03454,0,0,1,0,1,0,0,0,0,0,0
2018-01978,1,0,0,1,1,0,0,0,0,0,0
2018-02755,1,0,1,0,0,0,0,0,0,0,0
2018-03062,1,0,0,1,1,0,0,0,0,0,0
2018-01285,0,0,1,0,1,0,0,0,0,0,0
2018-04323,0,0,0,0,1,0,0,0,1,0,0
2018-01042,1,0,0,1,1,0,0,0,0,0,0
2018-02947,1,0,0,1,1,0,0,0,0,0,0
2018-02373,1,0,0,1,1,0,0,0,0,0,0
2018-01680,0,0,1,0,1,0,0,0,0,0,0
2018-00586,1,0,0,1,1,0,0,0,0,0,0
2018-01743,1,0,0,1,1,0,0,0,0,0,0
2018-04009,1,0,0,1,1,0,0,0,0,0,0
2018-00926,1,0,0,1,1,0,0,0,0,0,0
2018-01916,0,0,1,0,1,0,0,0,0,0,0
2018-04030,1,0,0,0,0,0,0,0,1,0,0
2018-00786,0,0,1,0,1,0,0,0,0,0,0
2018-01619,1,0,0,1,1,0,0,0,0,0,0
2018-01465,1,0,0,1,1,0,0,0,0,0,0
2018-01066,1,0,0,1,1,0,0,0,0,0,0
2018-03566,0,0,0,0,1,0,0,0,1,0,0
2018-03169,1,0,0,0,0,0,0,0,1,0,0
2018-01714,0,0,0,0,1,0,0,0,1,0,0
2018-02170,1,0,0,0,0,0,0,0,1,0,0
2018-03755,0,0,1,0,1,0,0,0,0,0,0
2018-01381,1,0,0,1,1,0,0,0,0,0,0
2018-00110,0,0,0,0,1,0,0,0,1,0,0
2018-02504,1,0,0,0,1,0,1,0,0,0,0
2018-00725,1,0,0,1,1,0,0,0,0,0,0
2018-01807,0,0,1,0,1,0,0,0,0,0,0
2018-02894,1,0,0,1,1,0,0,0,0,0,0
2018-03890,1,0,0,0,0,0,0,0,1,0,0
2018-03245,0,0,0,0,1,0,0,0,1,0,0
2018-01860,1,0,0,1,1,0,0,0,0,0,0
2018-02317,1,0,0,1,1,0,0,0,0,0,0
2018-01384,1,0,0,1,1,0,0,0,0,0,0
2018-03317,1,0,0,1,1,0,0,0,0,0,0
2018-02383,1,0,0,1,1,0,0,0,0,0,0
2018-03808,0,0,0,0,1,0,0,0,1,0,0
2018-03201,0,0,1,0,1,0,0,0,0,0,0
2018-02249,0,0,1,0,1,0,0,0,0,0,0
2018-00766,1,0,0,1,1,0,0,0,0,0,0
2018-00971,0,0,1,0,1,0,0,0,0,0,0
2018-02705,1,0,0,1,1,0,0,0,0,0,0
2018-00752,1,0,0,0,0,0,0,0,1,0,0
2018-02384,0,0,0,0,1,0,0,0,1,0,0
2018-03014,0,0,1,0,1,0,0,0,0,0,0
2018-03511,0,0,1,0,1,0,0,0,0,0,0
2018-03276,1,0,0,1,1,0,0,0,0,0,0
2018-00876,0,0,1,0,1,0,0,0,0,0,0
2018-02828,0,0,0,0,1,0,0,0,1,0,0
2018-00890,1,0,0,1,1,0,0,0,0,0,0
2018-03737,1,0,0,1,1,0,0,0,0,0,0
2018-00277,1,0,0,1,1,0,0,0,0,0,0
2018-01945,1,0,0,1,1,0,0,0,0,0,0
2018-00026,0,0,1,0,1,0,0,0,0,0,0
2018-03526,1,0,0,1,1,0,0,0,0,0,0
2018-00624,1,0,0,1,1,0,0,0,0,0,0
2018-02066,1,0,0,1,1,0,0,0,0,0,0
2018-03517,1,0,0,1,1,0,0,0,0,0,0
2018-03115,1,0,0,1,1,0,0,0,0,0,0
2018-04285,1,0,0,0,0,0,0,0,1,0,0
2018-02919,1,0,0,1,1,0,0,0,0,0,0
2018-02710,1,0,0,1,1,0,0,0,0,0,0
2018-03076,1,0,0,1,1,0,0,0,0,0,0
2018-04052,1,0,0,1,1,0,0,0,0,0,0
2018-03573,1,0,0,1,1,0,0,0,0,0,0
2018-01676,1,0,0,1,1,0,0,0,0,0,0
2018-02995,1,0,0,1,1,0,0,0,0,0,0
2018-04294,0,0,0,0,1,0,0,0,1,0,0
2018-02207,0,0,0,0,1,0,0,0,1,0,0
2018-01528,1,0,0,0,0,0,0,0,1,0,0
2018-02907,0,0,0,0,1,0,0,0,1,0,0
2018-04238,0,0,0,0,1,0,0,0,1,0,0
2018-00839,0,0,0,0,1,0,0,0,1,0,0
2018-00325,0,0,1,0,1,0,0,0,0,0,0
2018-02353,1,0,0,1,1,0,0,0,0,0,0
2018-04234,1,0,0,1,1,0,0,0,0,0,0
2018-03921,0,0,1,0,1,0,0,0,0,0,0
2018-03620,1,0,0,1,1,0,0,0,0,0,0
2018-03919,0,0,0,0,1,0,0,0,1,0,0
2018-02050,1,0,0,1,1,0,0,0,0,0,0
2018-02026,0,0,0,0,1,0,0,0,1,0,0
2018-02938,1,0,0,1,1,0,0,0,0,0,0
2018-02548,0,0,0,0,1,0,0,0,1,0,0
2018-01130,1,0,0,1,1,0,0,0,0,0,0
2018-02454,1,0,0,1,1,0,0,0,0,0,0
2018-03101,1,0,0,1,1,0,0,0,0,0,0
2018-02472,1,0,0,0,0,0,0,0,1,0,0
2018-03427,1,0,0,0,0,0,0,0,1,0,0
2018-00713,0,0,1,0,1,0,0,0,0,0,0
2018-02928,1,0,0,1,1,0,0,0,0,0,0
2018-00858,0,0,0,0,1,0,0,0,1,0,0
2018-01577,0,0,1,0,1,0,0,0,0,0,0
2018-03730,1,0,0,1,1,0,0,0,0,0,0
2018-03646,1,0,0,1,1,0,0,0,0,0,0
2018-03114,1,0,0,1,1,0,0,0,0,0,0
2018-03532,0,0,1,0,1,0,0,0,0,0,0
2018-00610,0,0,0,0,1,0,0,0,1,0,0
2018-01787,1,0,0,1,1,0,0,0,0,0,0
2018-03388,0,0,1,0,1,0,0,0,0,0,0
2018-03986,1,0,0,1,1,0,0,0,0,0,0
2018-03154,1,0,0,1,1,0,0,0,0,0,0
2018-02751,1,0,0,1,1,0,0,0,0,0,0
2018-02836,1,0,0,1,1,0,0,0,0,0,0
2018-02544,1,0,0,1,1,0,0,0,0,0,0
2018-01939,0,0,1,0,1,0,0,0,0,0,0
2018-01144,1,0,0,1,1,0,0,0,0,0,0
2018-02305,1,0,0,1,1,0,0,0,0,0,0
2018-04001,0,0,1,0,1,0,0,0,0,0,0
2018-01967,1,0,0,0,0,0,0,0,1,0,0
2018-03299,0,0,1,0,1,0,0,0,0,0,0
2018-02665,1,0,0,1,1,0,0,0,0,0,0
2018-00401,0,0,0,0,1,0,0,0,1,0,0
2018-00847,1,0,0,1,1,0,0,0,0,0,0
2018-02843,0,0,1,0,1,0,0,0,0,0,0
2018-02074,1,0,0,0,0,0,0,0,1,0,0
2018-00887,1,0,0,1,1,0,0,0,0,0,0
2018-01782,1,0,0,0,0,0,0,0,1,0,0
2018-03030,1,0,0,1,1,0,0,0,0,0,0
2018-00180,1,0,1,0,0,0,0,0,0,0,0
2018-00894,0,0,0,0,1,0,0,0,1,0,0
2018-03103,1,0,0,1,1,0,0,0,0,0,0
2018-03015,0,0,1,0,1,0,0,0,0,0,0
2018-00319,0,0,1,0,1,0,0,0,0,0,0
2018-01068,1,0,0,1,1,0,0,0,0,0,0
2018-01549,0,0,0,0,1,0,0,0,1,0,0
2018-03366,0,0,0,0,1,0,0,0,1,0,0
2018-00097,0,0,0,0,1,0,0,0,1,0,0
2018-01865,0,0,1,0,1,0,0,0,0,0,0
2018-01875,0,0,0,0,1,0,0,0,1,0,0
2018-00488,1,0,0,1,1,0,0,0,0,0,0
2018-00656,0,0,1,0,1,0,0,0,0,0,0
2018-04031,0,0,0,0,1,0,0,0,1,0,0
2018-01340,0,0,0,0,1,0,0,0,1,0,0
2018-03397,1,0,0,1,1,0,0,0,0,0,0
2018-02571,1,0,1,0,0,0,0,0,0,0,0
2018-01706,0,0,0,0,1,0,0,0,1,0,0
2018-02749,0,0,1,0,1,0,0,0,0,0,0
2018-02369,0,0,1,0,1,0,0,0,0,0,0
2018-04192,1,0,0,1,1,0,0,0,0,0,0
2018-02147,0,0,1,0,1,0,0,0,0,0,0
2018-00158,0,0,1,0,1,0,0,0,0,0,0
2018-01279,1,0,0,1,1,0,0,0,0,0,0
2018-02648,1,0,0,1,1,0,0,0,0,0,0
2018-02763,1,0,0,1,1,0,0,0,0,0,0
2018-03863,1,0,0,1,1,0,0,0,0,0,0
2018-03158,0,0,1,0,1,0,0,0,0,0,0
2018-04210,0,0,0,0,1,0,0,0,1,0,0
2018-03615,1,0,0,0,0,0,0,0,1,0,0
2018-03802,1,0,0,0,0,0,0,0,1,0,0
2018-02390,1,0,0,0,0,0,0,0,1,0,0
2018-04373,0,0,0,0,1,0,0,0,1,0,0
2018-01433,1,0,1,0,0,0,0,0,0,0,0
2018-02418,1,0,0,1,1,0,0,0,0,0,0
2018-00852,0,0,1,0,1,0,0,0,0,0,0
2018-01013,0,0,1,0,1,0,0,0,0,0,0
2018-01783,0,0,1,0,1,0,0,0,0,0,0
2018-00940,1,0,0,1,1,0,0,0,0,0,0
2018-02987,1,0,0,1,1,0,0,0,0,0,0
2018-01564,1,0,0,1,1,0,0,0,0,0,0
2018-01567,1,0,0,1,1,0,0,0,0,0,0
2018-00665,0,0,1,0,1,0,0,0,0,0,0
2018-04239,1,0,0,1,1,0,0,0,0,0,0
2018-02865,0,0,1,0,1,0,0,0,0,0,0
2018-01338,1,0,0,1,1,0,0,0,0,0,0
2018-03555,1,0,0,1,1,0,0,0,0,0,0
2018-03579,1,0,0,1,1,0,0,0,0,0,0
2018-02597,1,0,0,1,1,0,0,0,0,0,0
2018-04260,1,0,0,1,1,0,0,0,0,0,0
2018-01160,0,0,1,0,1,0,0,0,0,0,0
2018-04003,0,0,0,0,1,0,0,0,1,0,0
2018-03923,1,0,0,1,1,0,0,0,0,0,0
2018-01943,1,0,0,1,1,0,0,0,0,0,0
2018-00023,1,0,0,1,1,0,0,0,0,0,0
2018-02566,0,0,0,0,1,0,0,0,1,0,0
2018-00736,0,0,1,0,1,0,0,0,0,0,0
2018-03654,1,0,0,1,1,0,0,0,0,0,0
2018-02939,0,0,0,0,1,0,0,0,1,0,0
2018-00801,0,0,1,0,1,0,0,0,0,0,0
2018-02181,1,0,0,0,0,0,0,0,1,0,0
2018-00598,1,0,0,1,1,0,0,0,0,0,0
2018-00364,0,0,0,0,1,0,0,0,1,0,0
2018-04367,1,0,0,1,1,0,0,0,0,0,0
2018-00303,0,0,1,0,1,0,0,0,0,0,0
2018-03340,0,0,1,0,1,0,0,0,0,0,0
2018-03814,1,0,0,1,1,0,0,0,0,0,0
2018-00764,1,0,0,1,1,0,0,0,0,0,0
2018-01073,1,0,0,1,1,0,0,0,0,0,0
2018-03224,1,0,0,1,1,0,0,0,0,0,0
2018-03751,1,0,0,1,1,0,0,0,0,0,0
2018-03632,1,0,0,1,1,0,0,0,0,0,0
2018-02375,1,0,0,0,0,0,0,0,1,0,0
2018-03627,1,0,0,1,1,0,0,0,0,0,0
2018-03648,1,0,0,1,1,0,0,0,0,0,0
2018-03480,1,0,0,1,1,0,0,0,0,0,0
2018-01347,0,0,1,0,1,0,0,0,0,0,0
2018-01061,1,0,0,1,1,0,0,0,0,0,0
2018-03663,0,0,1,0,1,0,0,0,0,0,0
2018-02466,1,0,0,1,1,0,0,0,0,0,0
2018-02537,1,0,0,0,0,0,0,0,1,0,0
2018-02892,1,0,0,0,0,0,0,0,1,0,0
2018-02336,1,0,0,1,1,0,0,0,0,0,0
2018-01123,0,0,1,0,1,0,0,0,0,0,0
2018-00674,1,0,0,1,1,0,0,0,0,0,0
2018-02631,1,0,0,1,1,0,0,0,0,0,0
2018-00091,1,0,0,1,1,0,0,0,0,0,0
2018-04168,1,0,0,1,1,0,0,0,0,0,0
2018-03011,1,0,0,1,1,0,0,0,0,0,0
2018-04277,0,0,1,0,1,0,0,0,0,0,0
2018-00001,1,0,0,0,0,0,0,0,1,0,0
2018-03713,1,0,0,1,1,0,0,0,0,0,0
2018-00883,1,0,0,1,1,0,0,0,0,0,0
2018-01053,0,0,1,0,1,0,0,0,0,0,0
2018-00512,1,0,0,1,1,0,0,0,0,0,0
2018-01906,1,0,0,1,1,0,0,0,0,0,0
2018-02123,1,0,0,0,0,0,0,0,1,0,0
2018-04004,1,0,0,1,1,0,0,0,0,0,0
2018-02223,0,0,0,0,1,0,0,0,1,0,0
2018-01702,1,0,0,1,1,0,0,0,0,0,0
2018-00276,0,0,1,0,1,0,0,0,0,0,0
2018-03497,1,0,0,0,0,0,0,0,1,0,0
2018-00561,1,0,0,1,1,0,0,0,0,0,0
2018-01800,1,0,0,1,1,0,0,0,0,0,0
2018-03066,1,0,0,0,0,0,0,0,1,0,0
2018-02538,1,0,0,1,1,0,0,0,0,0,0
2018-00645,1,0,0,1,1,0,0,0,0,0,0
2018-02583,0,0,1,0,1,0,0,0,0,0,0
2018-00022,1,0,0,0,0,0,0,0,1,0,0
2018-01970,1,0,0,1,1,0,0,0,0,0,0
2018-02746,1,0,1,0,0,0,0,0,0,0,0
2018-04193,0,0,1,0,1,0,0,0,0,0,0
2018-00003,1,0,0,1,1,0,0,0,0,0,0
2018-00197,0,0,0,0,1,0,0,0,1,0,0
2018-01167,1,0,0,1,1,0,0,0,0,0,0
2018-00519,1,0,0,1,1,0,0,0,0,0,0
2018-00483,1,0,0,1,1,0,0,0,0,0,0
2018-01195,1,0,0,1,1,0,0,0,0,0,0
2018-02657,1,0,0,0,0,0,0,0,1,0,0
2018-03223,1,0,0,1,1,0,0,0,0,0,0
2018-01819,0,0,1,0,1,0,0,0,0,0,0
2018-00053,1,0,0,1,1,0,0,0,0,0,0
2018-00288,1,0,0,1,1,0,0,0,0,0,0
2018-02620,0,0,1,0,1,0,0,0,0,0,0
2018-03545,0,0,1,0,1,0,0,0,0,0,0
2018-01774,1,0,0,0,0,0,0,0,1,0,0
2018-01041,1,0,0,1,1,0,0,0,0,0,0
2018-01632,0,0,1,0,1,0,0,0,0,0,0
2018-04271,1,0,0,1,1,0,0,0,0,0,0
2018-04136,0,0,0,0,1,0,0,0,1,0,0
2018-00580,1,0,0,1,1,0,0,0,0,0,0
2018-00565,1,0,0,1,1,0,0,0,0,0,0
2018-02896,1,0,0,1,1,0,0,0,0,0,0
2018-03630,1,0,0,1,1,0,0,0,0,0,0
2018-02654,1,0,0,1,1,0,0,0,0,0,0
2018-01398,1,0,0,0,0,0,0,0,1,0,0
2018-01005,0,0,0,0,1,0,0,0,1,0,0
2018-01305,0,0,0,0,1,0,0,0,1,0,0
2018-02286,0,0,0,0,1,0,0,0,1,0,0
2018-04016,1,0,0,1,1,0,0,0,0,0,0
2018-04253,1,0,0,1,1,0,0,0,0,0,0
2018-00856,1,0,0,1,1,0,0,0,0,0,0
2018-00417,0,0,0,0,1,0,0,0,1,0,0
2018-02769,0,0,0,0,1,0,0,0,1,0,0
2018-02057,0,0,0,0,1,0,0,0,1,0,0
2018-00669,1,0,0,0,0,0,0,0,1,0,0
2018-00518,1,0,0,1,1,0,0,0,0,0,0
2018-02591,1,0,0,1,1,0,0,0,0,0,0
2018-00251,1,0,0,1,1,0,0,0,0,0,0
2018-01642,1,0,0,1,1,0,0,0,0,0,0
2018-03968,1,0,0,1,1,0,0,0,0,0,0
2018-02687,0,0,1,0,1,0,0,0,0,0,0
2018-00191,0,0,0,0,1,0,0,0,1,0,0
2018-02105,1,0,0,1,1,0,0,0,0,0,0
2018-03400,1,0,0,1,1,0,0,0,0,0,0
2018-00517,1,0,0,1,1,0,0,0,0,0,0
2018-03699,1,0,0,1,1,0,0,0,0,0,0
2018-04263,1,0,0,1,1,0,0,0,0,0,0
2018-01850,0,0,1,0,1,0,0,0,0,0,0
2018-03268,0,0,1,0,1,0,0,0,0,0,0
2018-00281,1,0,0,1,1,0,0,0,0,0,0
2018-00662,1,0,0,1,1,0,0,0,0,0,0
2018-02090,1,0,0,1,1,0,0,0,0,0,0
2018-04346,1,0,0,0,0,0,0,0,1,0,0
2018-00746,1,0,0,1,1,0,0,0,0,0,0
2018-01030,1,0,0,1,1,0,0,0,0,0,0
2018-02030,0,0,1,0,1,0,0,0,0,0,0
2018-02635,0,0,0,0,1,0,0,0,1,0,0
2018-00216,1,0,0,0,0,0,0,0,1,0,0
2018-02946,0,0,0,0,1,0,0,0,1,0,0
2018-00096,1,0,0,0,0,0,0,0,1,0,0
2018-00848,0,0,0,0,1,0,0,0,1,0,0
2018-01514,1,0,0,1,1,0,0,0,0,0,0
2018-00772,1,0,0,1,1,0,0,0,0,0,0
2018-04069,1,0,0,1,1,0,0,0,0,0,0
2018-01629,1,0,0,0,1,0,1,0,0,0,0
2018-04176,0,0,1,0,1,0,0,0,0,0,0
2018-02266,1,0,0,1,1,0,0,0,0,0,0
2018-01372,1,0,0,1,1,0,0,0,0,0,0
2018-00168,1,0,0,1,1,0,0,0,0,0,0
2018-02970,1,0,0,1,1,0,0,0,0,0,0
2018-01595,1,0,0,1,1,0,0,0,0,0,0
2018-02871,1,0,0,1,1,0,0,0,0,0,0
2018-02235,1,0,0,1,1,0,0,0,0,0,0
2018-01254,0,0,0,0,1,0,0,0,1,0,0
2018-00471,0,0,0,0,1,0,0,0,1,0,0
2018-00371,1,0,0,1,1,0,0,0,0,0,0
2018-01243,1,0,0,1,1,0,0,0,0,0,0
2018-02783,1,0,0,1,1,0,0,0,0,0,0
2018-03967,0,0,1,0,1,0,0,0,0,0,0
2018-02768,1,0,0,1,1,0,0,0,0,0,0
2018-01095,1,0,0,1,1,0,0,0,0,0,0
2018-03687,1,0,0,1,1,0,0,0,0,0,0
2018-04163,1,0,0,0,0,0,0,0,1,0,0
2018-02082,1,0,0,1,1,0,0,0,0,0,0
2018-03736,0,0,0,0,1,0,0,0,1,0,0
2018-02831,1,0,0,0,0,0,0,0,1,0,0
2018-01112,1,0,0,1,1,0,0,0,0,0,0
2018-03839,1,0,0,1,1,0,0,0,0,0,0
2018-01591,1,0,0,1,1,0,0,0,0,0,0
2018-02964,1,0,0,1,1,0,0,0,0,0,0
2018-00125,1,0,0,1,1,0,0,0,0,0,0
2018-01006,0,0,0,0,1,0,0,0,1,0,0
2018-01556,1,0,0,1,1,0,0,0,0,0,0
2018-01249,1,0,0,1,1,0,0,0,0,0,0
2018-02853,1,0,0,1,1,0,0,0,0,0,0
2018-02570,1,0,0,1,1,0,0,0,0,0,0
2018-01403,1,0,0,0,0,0,0,0,1,0,0
2018-02976,1,0,0,1,1,0,0,0,0,0,0
2018-03465,1,0,0,0,0,0,0,0,1,0,0
2018-01150,0,0,0,0,1,0,0,0,1,0,0
2018-04231,1,0,0,1,1,0,0,0,0,0,0
2018-02713,1,0,0,1,1,0,0,0,0,0,0
